a (letter)	/ˈeɪ/
destruction	/diˈstrʌkʃən/
destructive	/diˈstrʌktɪv/
detach	/diˈtætʃ/
detached	/diˈtætʃt/
detail	/diˈteɪl, ˈdiːˌteɪl/
detain	/diˈteɪn/
detect	/diˈtεkt/
detection	/diˈtεkʃən/
detective	/diˈtεktɪv/
detention	/diˈtεnʃən/
deter	/diˈtɚ/
detergent	/diˈtɚdƷənt/
deteriorate	/diˈtɪriəˌreɪt/
deterioration	/diˌtɪriəˈreɪʃən/
determine	/diˈtɚmən/
determined	/diˈtɚmənd/
determination	/dɪˌtɚməˈneɪʃən/
deterrent	/diˈtɚənt/
detest	/diˈtεst/
detestable	/diˈtεstəbəl/
detonate	/ˈdεtənˌeɪt/
detonation	/ˌdεtəˈneɪʃən, ˈdεtəˌ -/
detour	/ˈdiːˌtʊr, diˈtʊr/
detract	/diˈtrækt/
detrimental	/ˌdεtrəˈmεntəl/
devalue	/diˈvælˌjuː/
devastate	/ˈdεvəˌsteɪt/
devastation	/ˌdεvəˈsteɪʃən/
develop	/diˈvεləp/
development	/diˈvεləpmənt/
deviate	/ˈdiːviˌeɪt/
deviation	/ˌdiːviˈeɪʃən/
device	/diˈvaɪs/
devil	/ˈdεvəl/
devilish	/ˈdεvəlɪʃ/
devious	/ˈdiːviəs/
devise	/diˈvaɪz/
devoid	/diˈvɔɪd/
devote	/diˈvoːt/
devoted	/diˈvoːt̬əd/
devotee	/ˌdεvəˈtiː, -ˈteɪ/
devotion	/diˈvoːʃən/
devour	/diˈvaʊɚ/
devout	/diˈvaʊt/
dew	/ˈduː, ˈdjuː/
dexterity	/dεkˈstεrət̬i/
diabetes	/ˌdaɪəˈbiːt̬iz/
diabetic	/ˌdaɪəˈbεt̬ɪk/
diabolic	/ˌdaɪəˈbɑlɪk/
diabolical	/-lɪkəl/
diagnosis	/ˌdaɪɪgˈnoːsɪs/
diagnoses	/-ˈnoːˌsiːz/
diagnose	/ˈdaɪɪgˌnoːs, ˌdaɪɪgˈnoːs/
diagnostic	/ˌdaɪɪgˈnɑstɪk/
diagonal	/daɪˈægənəl/
diagram	/ˈdaɪəˌgræm/
dial	/ˈdaɪl/
dialect	/ˈdaɪəˌlεkt/
dialogue	/ˈdaɪə ˌlɔg/
diameter	/daɪˈæmət̬ɚ/
diamond	/ˈdaɪmənd, ˈdaɪə-/
diaper	/ˈdaɪpɚ, ˈdaɪə-/
diaphragm	/ˈdaɪəˌfræm/
diarrhea	/ˌdaɪəˈriːə/
diary	/ˈdaɪɚi/
dice	/ˈdaɪs/
dictate	/ˈdɪkˌteɪt, dɪkˈteɪt/
dictation	/dɪkˈteɪʃən/
dictator	/ˈdɪkˌteɪt̬ɚ/
dictatorship	/dɪkˈteɪt̬ɚˌʃɪp, ˈdɪkˌ-/
dictionary	/ˈdɪkʃəˌnεri/
die 1	/ˈdaɪ/
died	/ˈdaɪd/
dying	/ˈdaɪɪŋ/
die 2	/ˈdaɪ/
dice	/ˈdaɪs/
dies	/ˈdaɪz/
diesel	/ˈdiːzəl, -səl/
diet	/ˈdaɪət/
differ	/ˈdɪfɚ/
difference	/ˈdɪfrəns, ˈdɪfɚəns/
different	/ˈdɪfrənt, ˈdɪfɚənt/
differentiate	/ˌdɪfəˈrεnʃiˌeɪt/
differently	/ˈdɪfrəntli, ˈdɪfɚənt-/
difficult	/ˈdɪfɪˌkʌlt/
difficulty	/ˈdɪfɪˌkʌlti/
diffident	/ˈdɪfədənt/
dig	/ˈdɪg/
dug	/ˈdʌg/
digest	/ˈdaɪˌdƷεst/
~	/daɪˈdƷεst/
digestible	/daɪˈdƷεstəbəl, dɪ-/
digestion	/daɪˈdƷεstʃən, dɪ-/
digestive	/daɪˈdƷεstɪv, dɪ-/
digit	/ˈdɪdƷət/
digital	/ˈdɪdƷət̬əl/
dignity	/ˈdɪgnət̬i/
dignified	/ˈdɪgnəˌfaɪd/
digress	/daɪˈgrεs, də-/
digression	/daɪˈgrεʃən, də-/
dike	/ˈdaɪk/
dilapidated	/dəˈlæpəˌdeɪt̬əd/
dilate	/daɪˈleɪt, ˈdaɪˌleɪt/
dilemma	/dɪˈlεmə/
diligence	/ˈdɪlədƷəns/
diligent	/ˈdɪlədƷənt/
dilute	/daɪˈluːt, də-/
dim	/ˈdɪm/
dime	/ˈdaɪm/
dimension	/dəˈmεnʃən, daɪ-/
diminish	/dəˈmɪnɪʃ/
diminutive	/dəˈmɪnjʊt̬ɪv/
dimple	/ˈdɪmpəl/
din	/ˈdɪn/
dine	/ˈdaɪn/
diner	/ˈdaɪnɚ/
dingy	/ˈdɪndƷi/
dinner	/ˈdɪnɚ/
dinosaur	/ˈdaɪnəˌsɔr/
dint	/ˈdɪnt/
dip	/ˈdɪp/
diploma	/dəˈploːmə/
diplomacy	/dəˈploːməsi/
diplomat	/ˈdɪpləˌmæt/
diplomatic	/ˌdɪplə-ˈmæt̬ɪk/
dire	/ˈdaɪr/
direct	/dəˈrεkt, daɪ-/
direction	/dəˈrεkʃən, daɪ-/
directly	/dəˈrεktli, daɪ-/
director	/dəˈrεktɚ, daɪ-/
directory	/dəˈrεktɚi, daɪ-/
dirt	/ˈdɚt/
dirty	/ˈdɚt̬i/
disability	/ˌdɪsəˈbɪlət̬i/
disable	/dɪsˈeɪbəl/
disabled	/dɪsˈeɪbəld/
disadvantage	/ˌdɪsədˈvæntɪdƷ/
disagree	/ˌdɪsəˈgriː/
disagreeable	/ˌdɪsəˈgriːəbəl/
disagreement	/ˌdɪsəˈgriːmənt/
disappear	/ˌdɪsəˈpɪr/
disappearance	/ˌdɪsəˈpɪrəns/
disappoint	/ˌdɪsəˈpɔɪnt/
disappointment	/ˌdɪsəˈpɔɪntmənt/
disapprove	/ˌdɪsəˈpruːv/
disapproval	/ˌdɪsəˈpruːvəl/
disarm	/dɪsˈɑrm/
disarmament	/dɪsˈɑrməmənt/
disarray	/ˌdɪsəˈreɪ/
disaster	/dɪˈzæstɚ/
disastrous	/dɪˈzæstrəs/
disbelief	/ˌdɪsbɪˈliːf/
discard	/dɪsˈkɑrd, ˈdɪsˌkɑrd/
discern	/dɪˈsɚn, -ˈzɚn/
discernible	/dɪˈsɚnəbəl, -ˈzɚ-/
discharge	/dɪsˈtʃɑrdƷ, ˈdɪsˌ-/
~	/ˈdɪsˌtʃɑrdƷ, dɪsˈ-/
disciple	/dɪˈsaɪpəl/
discipline	/ˈdɪsəplən/
disclaim	/dɪsˈkleɪm/
disclose	/dɪsˈkloːz/
disclosure	/dɪsˈkloːƷɚ/
discomfort	/dɪsˈkʌmfɚt/
disconcert	/ˌdɪskənˈsɚt/
disconnect	/ˌdɪskəˈnεkt/
disconsolate	/dɪsˈkɑnsələt/
discontented	/ˌdɪskənˈtεntəd/
discontinue	/ˌdɪskənˈtɪnˌjuː/
discount	/ˈdɪsˌkaʊnt, dɪsˈ-/
discourage	/dɪsˈkɚɪdƷ/
discouragement	/dɪsˈkɚɪdƷmənt/
discover	/dɪsˈkʌvɚ/
discovery	/dɪsˈkʌvɚi/
discredit	/dɪsˈkrεdət/
discreet	/dɪsˈkriːt/
discrepancy	/dɪsˈkrεpənsi/
discretion	/dɪsˈkrεʃən/
discriminate	/dɪsˈkrɪməˌneɪt/
discrimination	/dɪsˌkrɪməˈneɪʃən/
discuss	/dɪsˈkʌs/
discussion	/dɪsˈkʌʃən/
disdain	/dɪsˈdeɪn/
disease	/dɪˈziːz/
diseased	/dɪˈziːzd/
disembark	/ˌdɪsɪmˈbɑrk/
disengage	/ˌdɪsɪnˈgeɪdƷ/
disentangle	/ˌdɪsɪnˈtæŋgəl/
disfavor	/dɪsˈfeɪvɚ/
disfigure	/dɪsˈfɪgjɚ/
disgrace	/dɪˈskreɪs/
disgraceful	/dɪˈskreɪsfəl/
disgruntled	/dɪsˈgrʌntəld/
disguise	/dɪˈskaɪz/
disgust	/dɪˈskʌst/
disgusting	/dɪˈskʌstɪŋ/
dish	/ˈdɪʃ/
dishcloth	/ˈdɪʃˌklɔθ/
dishearten	/dɪsˈhɑrtən/
dishevelled	/dɪˈʃεvəld/
dishonest	/dɪˈsɑnəst/
dishonesty	/dɪˈsɑnəsti/
dishonor	/dɪˈsɑnɚ/
dishonorable	/dɪˈsɑnɚəbəl/
dishwasher	/ˈdɪʃˌwɔʃɚ/
disillusion	/ˌdɪsəˈluːƷən/
disillusionment	/ˌdɪsəˈluːƷənmənt/
disinfect	/ˌdɪsɪnˈfεkt/
disinfectant	/ˌdɪsɪnˈfεktənt/
disintegrate	/dɪsˈɪntəˌgreɪt/
disinterested	/dɪsˈɪntɚəstəd, -ˌrεs-/
disc	/ˈdɪsk/
dislike	/dɪsˈlaɪk/
dislocate	/ˈdɪsloˌkeɪt, dɪsˈloː-/
dislodge	/dɪsˈlɑdƷ/
disloyal	/dɪsˈlɔɪəl/
disloyalty	/dɪsˈlɔɪəlti/
dismal	/ˈdɪzməl/
dismantle	/dɪsˈmæntəl/
dismay	/dɪsˈmeɪ/
dismiss	/dɪsˈmɪs/
dismissal	/dɪsˈmɪsəl/
dismount	/dɪsˈmaʊnt/
disobey	/ˌdɪsəˈbeɪ/
disobedience	/ˌdɪsəˈbiːdiəns/
disobedient	/-ənt/
disorder	/dɪsˈɔrdɚ/
disorderly	/dɪsˈɔrdɚli/
disorganize	/dɪsˈɔrgəˌnaɪz/
disown	/dɪsˈoːn/
dispassionate	/dɪsˈpæʃənət/
dispatch	/dɪsˈpætʃ/
dispel	/dɪsˈpεl/
dispensation	/ˌdɪspεnˈseɪʃən/
dispense	/dɪsˈpεns/
disperse	/dɪsˈpɚs/
displace	/dɪsˈpleɪs/
display	/dɪsˈpleɪ/
displease	/dɪsˈpliːz/
displeasure	/dɪsˈplεƷɚ/
dispose	/dɪsˈpoːz/
disposable	/dɪsˈpoːzəbəl/
disposal	/dɪsˈpoːzəl/
disposition	/ˌdɪspəˈzɪʃən/
disprove	/dɪsˈpruːv/
dispute	/dɪsˈpjuːt/
disqualification	/dɪsˌkwɑləfəˈkeɪʃən/
disqualify	/dɪsˈkwɑləˌfaɪ/
disregard	/ˌdɪsrɪˈgɑrd/
disrepair	/ˌdɪsrɪˈpεər/
disreputable	/dɪsˈrεpjʊt̬əbəl/
disrespect	/ˌdɪsrɪˈspεkt/
disrespectful	/ˌdɪsrɪˈspεktfəl/
disrupt	/dɪsˈrʌpt/
disruption	/dɪsˈrʌpʃən/
dissatisfaction	/dɪsˌsæt̬əsˈfækʃən/
dissatisfied	/dɪsˈsæt̬əsˌfaɪd/
dissect	/dɪˈsεkt/
disseminate	/dɪˈsεməˌneɪt/
dissent	/dɪˈsεnt/
dissertation	/ˌdɪsɚˈteɪʃən/
disservice	/dɪsˈsɚvɪs/
dissident	/ˈdɪsədənt/
dissimilar	/dɪˈsɪməlɚ/
dissipate	/ˈdɪsəˌpeɪt/
dissolve	/dɪˈzɑlv/
dissuade	/dɪˈsweɪd/
distance	/ˈdɪstəns/
distant	/ˈdɪstənt/
distaste	/dɪsˈteɪst/
distasteful	/dɪsˈteɪstfəl/
distend	/dɪsˈtεnd/
distill	/dɪˈstɪl/
distinct	/dɪˈstɪŋkt/
distinction	/dɪˈstɪŋkʃən/
distinctive	/dɪˈstɪŋktɪv/
distinguish	/dɪsˈtɪŋgwɪʃ/
distinguished	/dɪsˈtɪŋgwɪʃt/
distort	/dɪˈstɔrt/
distortion	/dɪˈstɔrʃən/
distract	/dɪˈstrækt/
distraction	/dɪˈstrækʃən/
distraught	/dɪˈstrɔt/
distress	/dɪˈstrεs/
distressing	/dɪˈstrεsɪŋ/
distribute	/dɪˈstrɪˌbjuːt, -bjʊt/
distribution	/ˌdɪstrəˈbjuːʃən/
distributor	/dɪˈstrɪbjʊt̬ɚ/
district	/ˈdɪsˌtrɪkt/
distrust	/dɪsˈtrʌst/
disturb	/dɪˈstɚb/
disturbance	/dɪˈstɚbəns/
disuse	/dɪsˈjuːs/
ditch	/ˈdɪtʃ/
ditto	/ˈdɪt̬oː/
dive	/ˈdaɪv/
dove	/ˈdoːv/
diver	/ˈdaɪvɚ/
diverge	/dəˈvɚdƷ, daɪ-/
diverse	/daɪˈvɚs, də-, ˈdaɪˌvɚs/
diversify	/daɪˈvɚsəˌfaɪ, də-/
diversion	/daɪˈvɚƷən, də-/
diversity	/daɪˈvɚsət̬i, də-/
divert	/dəˈvɚt, daɪ-/
divide	/dəˈvaɪd/
dividend	/ˈdɪvəˌdεnd, -dənd/
divine	/dəˈvaɪn/
divinity	/dəˈvɪnət̬i/
division	/dɪˈvɪƷən/
divorce	/dəˈvors/
divorcée	/dɪˌvorˈseɪ, -ˈsiː; -ˈvorˌ-/
divulge	/dəˈvʌldƷ, daɪ-/
dizzy	/ˈdɪzi/
dizziness	/ˈdɪzinəs/
DNA	/ˌdiːˌεnˈeɪ/
do	/ˈduː/
did	/ˈdɪd/
done	/ˈdʌn/
doing
does	/ˈdʌz/
dock	/ˈdɑk/
doctor	/ˈdɑktɚ/
doctrine	/ˈdɑktrɪn/
document	/ˈdɑkjʊmənt/
~	/ˈdɑkjʊˌmεnt/
documentary	/ˌdɑkjʊˈmεntɚi/
dodge	/ˈdɑdƷ/
doe	/ˈdoː/
dog	/ˈdɔg, ˈdɑg/
dogged	/ˈdɔgəd/
dogma	/ˈdɔgmə/
dogmatic	/dɔgˈmæt̬ɪk/
doily	/ˈdɔɪli/
doings	/ˈduːɪŋz/
doldrums	/ˈdoːldrəmz, ˈdɑl-/
dole	/ˈdoːl/
doleful	/ˈdoːlfəl/
doll	/ˈdɑl, ˈdɔl/
dollar	/ˈdɑlɚ/
dolphin	/ˈdɑlfən, ˈdɔl-/
domain	/doˈmeɪn, də-/
dome	/ˈdoːm/
domestic	/dəˈmεstɪk/
domesticate	/dəˈmεstɪˌkeɪt/
domination	/ˌdɑməˈneɪʃən/
dominant	/ˈdɑmənənt/
dominate	/ˈdɑməˌneɪt/
domineer	/ˌdɑməˈnɪr/
dominos	/ˈdɑməˌnoːz/
don't	/ˈdoːnt/
donate	/ˈdoːˌneɪt, doːˈ-/
donation	/doːˈneɪʃən/
done	/ˈdʌn/
donkey	/ˈdɑŋki, ˈdʌŋ-/
donor	/ˈdoːnɚ/
doodle	/ˈduːdəl/
doom	/ˈduːm/
door	/ˈdor/
doorbell	/ˈdorˌbεl/
doorknob	/ˈdorˌnɑb/
doorman	/ˈdormən/
doormen	/-mən, -ˌmεn/
doormat	/ˈdorˌmæt/
doorstep	/ˈdorˌstεp/
doorway	/ˈdorˌweɪ/
dope	/ˈdoːp/
dormant	/ˈdɔrmənt/
dormitory	/ˈdɔrməˌtori/
dose	/ˈdoːs/
dosage	/ˈdoːsɪdƷ/
dot	/ˈdɑt/
dote	/ˈdoːt/
double	/ˈdʌbəl/
double–cross	/ˌdʌbəlˈkrɔs/
doubly	/ˈdʌbli/
doubt	/ˈdaʊt/
doubtful	/ˈdaʊtfəl/
doubtless	/ˈdaʊtləs/
dough	/ˈdoː/
doughnut	/ˈdoːˌnʌt/
douse	/ˈdaʊs, ˈdaʊz/
dove 1	/ˈdoːv/
dove 2	/ˈdʌv/
dowdy	/ˈdaʊdi/
down	/ˈdaʊn/
downcast	/ˈdaʊnˌkæst/
downfall	/ˈdaʊnˌfɔl/
downhearted	/ˈdaʊnˌhɑrt̬əd/
downhill	/ˈdaʊnˈhɪl/
downpour	/ˈdaʊnˌpor/
downright	/ˈdaʊnˌraɪt/
downstairs	/ˈdaʊnˈstεərz/
~	/ˈdaʊnˌstεərz/
downstream	/ˈdaʊnˈstriːm/
down–to–earth	/ˌdaʊntuˈɚθ/
downtown	/ˌdaʊnˈtaʊn, ˈdaʊnˌtaʊn/
~	/ˌdaʊnˈtaʊn/
downward	/ˈdaʊnwɚd/
downwards	/-wɚdz/
dowry	/ˈdaʊri/
doze	/ˈdoːz/
dozen	/ˈdʌzən/
drab	/ˈdræb/
draft	/ˈdræft, ˈdraft/
drafty	/ˈdræfti/
drag	/ˈdræg/
dragon	/ˈdrægən/
dragonfly	/ˈdrægənˌflaɪ/
drain	/ˈdreɪn/
drainage	/ˈdreɪnɪdƷ/
drainpipe	/ˈdreɪnˌpaɪp/
drama	/ˈdrɑmə, ˈdræ-/
dramatic	/drəˈmæt̬ɪk/
dramatist	/ˈdræmət̬ɪst, ˈdrɑ-/
dramatize	/ˈdræməˌtaɪz, ˈdrɑ-/
drape	/ˈdreɪp/
drastic	/ˈdræstɪk/
draught	/ˈdræft, ˈdraft/
draw	/ˈdrɔ/
drew	/ˈdruː/
drawn	/ˈdrɔn/
drawback	/ˈdrɔˌbæk/
drawer	/ˈdrɔr, ˈdrɔɚ/
drawing	/ˈdrɔɪŋ/
drawl	/ˈdrɔl/
dread	/ˈdrεd/
dreadful	/ˈdrεdfəl/
dream	/ˈdriːm/
dreamed	/ˈdriːmd/
dreamt	/ˈdrεmt/
dreamer	/ˈdriːmɚ/
dreamy	/ˈdriːmi/
dreary	/ˈdrɪri/
dredge	/ˈdrεdƷ/
dregs	/ˈdrεgz/
drench	/ˈdrεntʃ/
dress	/ˈdrεs/
dresser	/ˈdrεsɚ/
dressing	/ˈdrεsɪŋ/
dressmaker	/ˈdrεsˌmeɪkɚ/
dressy	/ˈdrεsi/
dribble	/ˈdrɪbəl/
drift	/ˈdrɪft/
drill	/ˈdrɪl/
drink	/ˈdrɪŋk/
drank	/ˈdræŋk/
drunk	/ˈdrʌŋk/
drip	/ˈdrɪp/
drive	/ˈdraɪv/
drove	/ˈdroːv/
driven	/ˈdrɪvən/
drivel	/ˈdrɪvəl/
driver	/ˈdraɪvɚ/
driveway	/ˈdraɪvˌweɪ/
drizzle	/ˈdrɪzəl/
drone	/ˈdroːn/
drool	/ˈdruːl/
droop	/ˈdruːp/
drop	/ˈdrɑp/
drought	/ˈdraʊt/
droves	/ˈdroːvz/
drown	/ˈdraʊn/
drowsy	/ˈdraʊzi/
drudgery	/ˈdrʌdƷɚi/
drug	/ˈdrʌg/
drugstore	/ˈdrʌgˌstor/
drum	/ˈdrʌm/
drumstick	/ˈdrʌmˌstɪk/
drunk	/ˈdrʌŋk/
drunkard	/ˈdrʌŋkɚd/
drunken	/ˈdrʌŋkən/
dry	/ˈdraɪ/
dry–clean	/ˈdraɪˌkliːn/
dryer	/ˈdraɪɚ/
dryness	/ˈdraɪnəs/
dual	/ˈduːəl, ˈdjuː-/
dub	/ˈdʌb/
dubious	/ˈduːbiəs, ˈdjuː-/
duchess	/ˈdʌtʃəs/
duck	/ˈdʌk/
duckling	/ˈdʌklɪŋ/
duct	/ˈdʌkt/
due	/ˈduː, ˈdjuː/
duel	/ˈduːəl, ˈdjuː-/
duet	/duˈεt, dju-/
duke	/ˈduːk, ˈdjuːk/
dull	/ˈdʌl/
dumb	/ˈdʌm/
dumfound	/ˌdʌmˈfaʊnd/
dummy	/ˈdʌmi/
dump	/ˈdʌmp/
dumpling	/ˈdʌmplɪŋ/
dumpy	/ˈdʌmpi/
dunce	/ˈdʌns/
dune	/ˈduːn, ˈdjuːn/
dung	/ˈdʌŋ/
dungarees	/ˌdʌŋgəˈriː/
dungeon	/ˈdʌndƷən/
dunk	/ˈdʌŋk/
duo	/ˈduːoː, ˈdjuː-/
dupe	/ˈduːp, djuːp/
duplex	/ˈduːˌplεks, ˈdjuː-/
duplicate	/ˈduːplɪkət, ˈdjuː-/
~	/ˈduːplɪˌkeɪt, ˈdjuː-/
durable	/ˈdʊrəbəl, ˈdjʊr-/
duration	/dʊˈreɪ ʃən, djʊ-/
duress	/dʊˈrεs, djʊ-/
during	/ˈdʊrɪŋ, ˈdjʊr-/
dusk	/ˈdʌsk/
dust	/ˈdʌst/
dustpan	/ˈdʌstˌpæn/
dusty	/ˈdʌsti/
Dutch	/ˈdʌtʃ/
duty	/ˈduːt̬i, ˈdjuː-/
dutiful	/ˈduːt̬ɪfəl, ˈdjuː-/
dwarf	/ˈdwɔrf/
dwarfs	/ˈdwɔrfs/
dwarves	/ˈdwɔrvz/
dwell	/ˈdwεl/
dwelt	/ˈdwεlt/
dweller	/ˈdwεlɚ/
dwelling	/ˈdwεlɪŋ/
dwindle	/ˈdwɪndəl/
dye	/ˈdaɪ/
dynamic	/daɪˈnæmɪk/
dynamite	/ˈdaɪnəˌmaɪt/
dynamo	/ˈdaɪnəˌmoː/
dynasty	/ˈdaɪnəsti, -ˌnæs-/
dysentery	/ˈdɪsənˌtεri/
e	/ˈiː/
es	/ˈiːz/
each	/ˈiːtʃ/
eager	/ˈiːgɚ/
eagerness	/ˈiːgɚnəs/
eagle	/ˈiːgəl/
ear	/ˈɪr/
eardrum	/ˈɪrˌdrʌm/
earl	/ˈɚl/
earlobe	/ˈɪrˌloːb/
early	/ˈɚli/
earmark	/ˈirˌmɑrk/
earn	/ˈɚn/
earnest	/ˈɚnəst/
earnings	/ˈɚnɪŋz/
earphone	/ˈɪrˌfoːn/
earring	/ˈɪrˌrɪŋ/
earshot	/ˈɪrˌʃɑt/
earth	/ˈɚθ/
earthenware	/ˈɚθən ˌwεər, -ðən-/
earthly	/ˈɚθli/
earthquake	/ˈɚθˌkweɪk/
earthworm	/ˈɚθˌwɚm/
earthy	/ˈɚθi/
ease	/ˈiːz/
easel	/ˈiːzəl/
easily	/ˈiːzəli/
east	/ˈiːst/
Easter	/ˈiːstɚ/
easterly	/ˈiːstɚli/
eastern	/ˈiːstɚn/
easy	/ˈiːzi/
easygoing	/ˌiːziˈgoːɪŋ/
eat	/ˈiːt/
ate	/ˈeɪt/
eaten	/ˈiːtən/
eatable	/ˈiːt̬əbəl/
eaves	/ˈiːvz/
eavesdrop	/ˈiːvzˌdrɑp/
ebb	/ˈεb/
ebony	/ˈεbəni/
eccentric	/ɪkˈsεntrɪk/
eccentricity	/ˌεkˌsεnˈtrɪsət̬i/
echo	/ˈεˌkoː/
eclipse	/ɪˈklɪps/
ecology	/iˈkɑlədƷi, ε-/
economy	/iˈkɑnəmi/
economic	/ˌiːkəˈnɑmɪk, ˌεkə-/
economical	/ˌiːkəˈnɑmɪkəl, ˌεkə-/
economics	/ˌiːkəˈnɑmɪks, ˌεkə-/
economist	/iˈkɑnəmɪst/
economize	/iˈkɑnəˌmaɪz/
ecstasy	/ˈεkstəsi/
ecstatic	/εkˈstæt̬ɪk, ɪk-/
Ecuadoran	/ˌεkwəˈdorən/
Ecuadorian	/ˌεkwəˈdoriən/
edge	/ˈεdƷ/
edgewise	/ˈεdƷˌwaɪz/
edgy	/ˈεdƷi/
edible	/ˈεdəbəl/
edit	/ˈεdɪt/
edition	/ɪˈdɪʃən/
editor	/ˈεdɪt̬ɚ/
editorial	/ˌεdɪˈtoriəl/
educate	/ˈεdƷəˌkeɪt/
education	/ˌεdƷəˈkeɪʃən/
educational	/ˌεdƷəˈkeɪʃənəl/
educator	/ˈεdƷəˌkeɪt̬ɚ/
eel	/ˈiːl/
eerie	/ˈɪri/
effect	/ɪˈfεkt/
effective	/ɪˈfεktɪv/
effectiveness	/ɪˈfεktɪvnəs/
effeminate	/əˈfεmənət/
effervescent	/ˌεfɚˈvεsənt/
efficient	/ɪˈfɪʃənt/
efficiency	/ɪˈfɪʃənsi/
effort	/ˈεfɚt/
effortless	/ˈεfɚtləs/
egg	/ˈεg/
eggplant	/ˈεgˌplænt/
eggshell	/ˈεgˌʃεl/
ego	/ˈiːˌgoː/
egotism	/ˈiːgəˌtɪzəm/
egotist	/ˈiːgətɪst/
egotistic	/ˌiːgəˈtɪstɪk/
egotistical	/-ˈtɪstɪkəl/
eiderdown	/ˈaɪdɚˌdaʊn/
eight	/ˈeɪt/
eighteen	/eitˈtiːn/
eighteenth	/eɪtˈtiːnθ/
eighth	/ˈeɪtθ/
eighty	/ˈeɪt̬i/
either	/ˈiːðɚ, ˈaɪ-/
eject	/iˈdƷεkt/
eke	/ˈiːk/
elaborate	/iˈlæbɚət/
~	/iˈlæbəˌreɪt/
elapse	/iˈlæps/
elastic	/iˈlæstɪk/
elasticity	/iˌlæsˈtɪsət̬i, ˌiːˌlæs-/
elated	/iˈleɪt̬əd/
elbow	/ˈεlˌboː/
elder	/ˈεldɚ/
elderly	/ˈεldɚli/
elect	/iˈlεkt/
election	/iˈlεkʃən/
electoral	/iˈlεktɚəl/
electorate	/iˈlεktɚət/
electricity	/iˌlεkˈtrɪsət̬i/
electric	/iˈlεktrɪk/
electrical	/-trɪkəl/
electrician	/iˌlεkˈtrɪʃən/
electrify	/iˈlεktrəˌfaɪ/
electrocute	/iˈlεktrəˌkjuːt/
electron	/iˈlεkˌtrɑn/
electronic	/iˌlεkˈtrɑnɪk/
electronics	/iˌlεkˈtrɑnɪks/
elegant	/ˈεlɪgənt/
elegance	/ˈεlɪgəns/
element	/ˈεləmənt/
elementary	/ˌεləˈmεntri/
elephant	/ˈεləfənt/
elevate	/ˈεləˌveɪt/
elevator	/ˈεləˌveɪt̬ɚ/
eleven	/ɪˈlεvən/
eleventh	/ɪˈlεvənθ/
elf	/ˈεlf/
elves	/ˈεlvz/
elicit	/ɪˈlɪsət/
eligible	/ˈεlədƷəbəl/
eliminate	/ɪˈlɪməˌneɪt/
elimination	/ɪˌlɪməˈneɪʃən/
elite	/eɪˈliːt, i-/
elk	/ˈεlk/
elliptical	/ɪˈlɪptɪkəl, ε-/
elliptic	/-tɪk/
elm	/ˈεlm/
elongate	/iˈlɔŋˌgeɪt/
elope	/iˈloːp/
elopement	/iˈloːpmənt/
eloquence	/ˈεləkwəns/
eloquent	/ˈεləkwənt/
else	/ˈεls/
elsewhere	/ˈεlsˌhwεər/
elude	/iˈluːd/
elusive	/iˈluːsɪv/
emaciated	/iˈmeɪʃiˌeɪt̬əd/
emanate	/ˈεməˌneɪt/
emancipate	/iˈmænsəˌpeɪt/
emancipation	/iˌmænsəˈpeɪʃən/
embalm	/ɪmˈbɑm, εm-, -ˈbɑlm/
embankment	/ɪmˈbæŋkmənt, εm-/
embargo	/ɪmˈbɑrgo, εm-/
embark	/ɪmˈbɑrk, εm-/
embarkation	/ˌεmˌbɑrˈkeɪʃən/
embarrass	/ɪmˈbærəs, εm-/
embarrassing	/ɪmˈbærəsɪŋ, εm-/
embarrassment	/ɪmˈbærəsmənt, εm-/
embassy	/ˈεmbəsi/
embed	/ɪmˈbεd, εm-/
embellish	/ɪmˈbεlɪʃ, εm-/
embellishment	/ɪmˈbεlɪʃmənt, εm-/
embers	/ˈεmbəz/
embezzle	/ɪmˈbεzəl, εm-/
embezzlement	/ɪmˈbεzəlmənt, εm-/
emblem	/ˈεmbləm/
embody	/ɪmˈbɑdi, εm-/
emboss	/ɪmˈbɑs, εm-, -ˈbɔs/
embrace	/ɪmˈbreɪs, εm-/
embroider	/ɪmˈbrɔɪdɚ, εm-/
embroidery	/ɪmˈbrɔɪdɚi, εm-/
embryo	/ˈεmbriˌoː/
emerald	/ˈεmrəld, ˈεmə-/
emerge	/iˈmɚdƷ/
emergence	/iˈmɚdƷəns/
emergency	/iˈmɚdƷənsi/
emery	/ˈεmɚi/
emigrant	/ˈεmɪgrənt/
emigrate	/ˈεməˌgreɪt/
emigration	/ˌεməˈgreɪʃən/
eminence	/ˈεmənəns/
eminent	/ˈεmənənt/
emission	/iˈmɪʃən/
emit	/iˈmɪt/
emotion	/iˈmoːʃən/
emotional	/iˈmoːʃənəl/
emperor	/ˈεmpɚɚ/
emphasis	/ˈεmfəsɪs/
emphases	/-ˌsiːz/
emphasize	/ˈεmfəˌsaɪz/
emphatic	/ɪmˈfætɪk, εm-/
empire	/ˈεmˌpaɪr/
employ	/ɪmˈplɔɪ, εm-/
employee	/ɪmˌplɔɪˈiː, εm-, -ˈplɔɪˌiː/
employer	/ɪmˈplɔɪɚ, εm-/
employment	/ɪmˈplɔɪmənt, εm-/
